[DEBUG] 2020-04-04 19:57:44.605 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-04-04 19:57:44.612 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-04-04 19:57:44.623 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-04-04 19:57:44.718 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-04-04 19:57:44.721 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-04-04 19:57:44.887 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-04-04 19:57:44.888 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-04-04 19:57:44.894 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-04-04 19:57:45.107 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-04-04 19:57:45.121 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-04-04 19:57:45.122 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2020-04-04 19:57:46.042 [main] QueryTranslatorFactoryInitiator - QueryTranslatorFactory: org.hibernate.hql.internal.ast.ASTQueryTranslatorFactory@66f16742
[DEBUG] 2020-04-04 19:57:46.057 [main] QueryTranslatorImpl - parse() - HQL: select generatedAlias0 from com.jeyblog.entity.Post as generatedAlias0
[DEBUG] 2020-04-04 19:57:46.060 [main] ErrorTracker - throwQueryException() : no errors
[DEBUG] 2020-04-04 19:57:46.071 [main] QueryTranslatorImpl - --- HQL AST ---
 \-[QUERY] Node: 'query'
    \-[SELECT_FROM] Node: 'SELECT_FROM'
       +-[FROM] Node: 'from'
       |  \-[RANGE] Node: 'RANGE'
       |     +-[DOT] Node: '.'
       |     |  +-[DOT] Node: '.'
       |     |  |  +-[DOT] Node: '.'
       |     |  |  |  +-[IDENT] Node: 'com'
       |     |  |  |  \-[IDENT] Node: 'jeyblog'
       |     |  |  \-[IDENT] Node: 'entity'
       |     |  \-[IDENT] Node: 'Post'
       |     \-[ALIAS] Node: 'generatedAlias0'
       \-[SELECT] Node: 'select'
          \-[IDENT] Node: 'generatedAlias0'

[DEBUG] 2020-04-04 19:57:46.082 [main] HqlSqlBaseWalker - select << begin [level=1, statement=select]
[DEBUG] 2020-04-04 19:57:46.093 [main] FromElement - FromClause{level=1} : com.jeyblog.entity.Post (generatedAlias0) -> post0_
[DEBUG] 2020-04-04 19:57:46.093 [main] FromReferenceNode - Resolved : generatedAlias0 -> post0_.post_id
[DEBUG] 2020-04-04 19:57:46.094 [main] HqlSqlBaseWalker - select : finishing up [level=1, statement=select]
[DEBUG] 2020-04-04 19:57:46.094 [main] HqlSqlWalker - processQuery() :  ( SELECT ( {select clause} post0_.post_id ) ( FromClause{level=1} Post post0_ ) )
[DEBUG] 2020-04-04 19:57:46.099 [main] JoinProcessor - Using FROM fragment [Post post0_]
[DEBUG] 2020-04-04 19:57:46.099 [main] HqlSqlBaseWalker - select >> end [level=1, statement=select]
[DEBUG] 2020-04-04 19:57:46.099 [main] QueryTranslatorImpl - --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (Post)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'post0_.post_id as post_id1_0_' {alias=generatedAlias0, className=com.jeyblog.entity.Post, tableAlias=post0_}
    |  \-[SQL_TOKEN] SqlFragment: 'post0_.author as author2_0_, post0_.category as category3_0_, post0_.created_at as created_4_0_, post0_.description as descript5_0_, post0_.publication_date as publicat6_0_, post0_.title as title7_0_, post0_.updated_at as updated_8_0_'
    \-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[generatedAlias0], fromElementByTableAlias=[post0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
       \-[FROM_FRAGMENT] FromElement: 'Post post0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=generatedAlias0,role=null,tableName=Post,tableAlias=post0_,origin=null,columns={,className=com.jeyblog.entity.Post}}

[DEBUG] 2020-04-04 19:57:46.099 [main] ErrorTracker - throwQueryException() : no errors
[DEBUG] 2020-04-04 19:57:46.106 [main] QueryTranslatorImpl - HQL: select generatedAlias0 from com.jeyblog.entity.Post as generatedAlias0
[DEBUG] 2020-04-04 19:57:46.106 [main] QueryTranslatorImpl - SQL: select post0_.post_id as post_id1_0_, post0_.author as author2_0_, post0_.category as category3_0_, post0_.created_at as created_4_0_, post0_.description as descript5_0_, post0_.publication_date as publicat6_0_, post0_.title as title7_0_, post0_.updated_at as updated_8_0_ from Post post0_
[DEBUG] 2020-04-04 19:57:46.106 [main] ErrorTracker - throwQueryException() : no errors
[DEBUG] 2020-04-04 19:57:46.114 [main] SQL - select post0_.post_id as post_id1_0_, post0_.author as author2_0_, post0_.category as category3_0_, post0_.created_at as created_4_0_, post0_.description as descript5_0_, post0_.publication_date as publicat6_0_, post0_.title as title7_0_, post0_.updated_at as updated_8_0_ from Post post0_
[DEBUG] 2020-04-04 19:57:46.127 [main] LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
